order_id,order_date,customer_id,product_id,warehouse_id,quantity,sales_amount,discount,delivery_days
O12540,2025-02-25,C3644,P0349,W001,5,34826.22,0.22,7
O12541,2025-07-09,C1859,P0340,W003,2,11700.46,0.24,1
O12542,2024-11-28,C2760,P0006,W002,2,7865.97,0.23,7
O12543,2025-03-06,C3006,P0055,W002,10,34595.81,0.13,12
O12544,2025-06-21,C2241,P0162,W001,10,21614.02,0.05,8
O12545,2026-03-03,C1288,P0092,W005,7,32461.11,0.05,14
O12546,2025-07-19,C1084,P0378,W001,4,3470.38,0.02,8
O12547,2025-01-28,C4565,P0331,W002,2,1710.35,0.21,8
O12548,2024-12-22,C4289,P0066,W003,8,21041.73,0.07,5
O12549,2024-11-08,C1141,P0094,W004,2,8971.81,0.11,3
O12550,2025-09-16,C3485,P0243,W002,4,5200.95,0.22,3
O12551,2026-04-15,C1846,P0019,W002,2,6389.6,0.21,7
O12552,2026-04-10,C0918,P0252,W005,1,4282.5,0.22,3
O12553,2025-04-10,C3258,P0123,W002,8,40811.35,0.13,7
O12554,2025-06-04,C1206,P0086,W003,9,17077.26,0.12,13
O12555,2026-02-27,C3814,P0026,W003,10,2502.34,0.14,2
O12556,2025-01-31,C3918,P0439,W004,2,12904.09,0.02,9
O12557,2025-07-02,C4072,P0161,W003,5,12556.91,0.18,11
O12558,2024-10-23,C4189,P0230,W002,7,5160.83,0.1,1
O12559,2026-01-26,C1249,P0161,W004,2,5267.78,0.14,13
O12560,2026-03-20,C1891,P0344,W003,8,10597.22,0.08,6
O12561,2024-09-24,C2767,P0434,W005,2,9350.99,0.13,1
O12562,2024-09-14,C2649,P0285,W004,9,41508.24,0.12,6
O12563,2026-04-19,C2667,P0240,W001,8,38466.42,0.12,11
O12564,2025-09-08,C3357,P0156,W003,5,9234.81,0.14,14
O12565,2024-09-30,C3520,P0056,W002,6,38615.11,0.06,13
O12566,2024-06-18,C2058,P0130,W005,4,11425.56,0.15,14
O12567,2024-10-22,C3129,P0194,W003,4,22921.93,0.02,5
O12568,2025-10-27,C2618,P0067,W003,6,5283.16,0.03,12
O12569,2025-01-15,C2849,P0315,W003,10,14856.86,0.12,4
O12570,2024-11-05,C2788,P0427,W004,2,6261.33,0.22,2
O12571,2025-01-17,C3465,P0394,W002,6,14233.95,0.13,3
O12572,2024-10-29,C0123,P0286,W005,6,9210.03,0.14,14
O12573,2026-05-20,C1783,P0190,W003,9,28087.13,0.19,2
O12574,2026-05-19,C3456,P0377,W004,5,19531.51,0.16,7
O12575,2026-01-18,C4016,P0007,W004,8,40676.85,0.18,7
O12576,2026-03-09,C0649,P0115,W005,9,3208.77,0.19,3
O12577,2024-08-24,C4100,P0164,W005,5,22216.28,0.19,4
O12578,2026-03-11,C3078,P0235,W001,6,22361.77,0.23,9
O12579,2025-06-26,C2046,P0104,W001,9,27802.62,0.14,15
O12580,2025-07-12,C4446,P0032,W003,2,3000.48,0.18,7
O12581,2026-03-19,C3119,P0213,W005,5,16470.48,0.12,4
O12582,2025-08-28,C4351,P0291,W002,1,1522.73,0.05,13
O12583,2025-05-27,C2408,P0326,W004,3,4770.94,0.08,1
O12584,2025-03-28,C4285,P0387,W001,4,27918.87,0.09,11
O12585,2024-09-10,C2066,P0438,W004,6,9701.07,0.15,11
O12586,2024-08-17,C2921,P0187,W004,5,23933.18,0.04,11
O12587,2025-08-01,C1110,P0406,W002,10,22346.71,0.08,7
O12588,2025-02-27,C3110,P0089,W003,9,22724.99,0.02,11
O12589,2024-11-15,C0006,P0464,W002,3,7827.7,0.13,10
O12590,2025-03-15,C3204,P0104,W005,7,24893.05,0.01,8
O12591,2024-08-28,C2481,P0001,W003,9,3194.95,0.13,12
O12592,2025-01-31,C3188,P0115,W003,2,809.89,0.08,3
O12593,2026-05-12,C1979,P0208,W002,1,715.5,0.15,9
O12594,2026-04-28,C3167,P0456,W001,6,33942.84,0.13,4
O12595,2025-12-29,C3315,P0077,W005,1,3680.67,0.02,2
O12596,2025-02-20,C4116,P0057,W004,6,28166.24,0.03,3
O12597,2024-12-06,C2946,P0065,W001,3,6117.67,0.12,11
O12598,2024-09-06,C3983,P0192,W004,10,15402.66,0.09,5
O12599,2025-02-28,C1050,P0202,W005,7,16550.06,0.14,13
O12600,2025-10-14,C2787,P0277,W002,1,3058.67,0.24,10
O12601,2025-05-20,C3478,P0059,W003,1,5642.34,0.21,3
O12602,2024-09-30,C1200,P0201,W004,9,47916.4,0.04,12
O12603,2025-01-25,C1991,P0348,W003,10,54474.56,0.17,9
O12604,2025-09-21,C3212,P0112,W005,8,19659.61,0.06,9
O12605,2025-11-19,C2189,P0435,W004,3,18320.67,0.17,9
O12606,2026-03-09,C2373,P0449,W001,6,42138.02,0.06,12
O12607,2024-07-21,C3540,P0417,W001,6,8482.5,0.01,3
O12608,2024-07-08,C3891,P0093,W001,3,17354.28,0.19,2
O12609,2025-01-06,C3916,P0226,W001,10,40407.34,0.01,12
O12610,2024-12-22,C0255,P0419,W005,3,7173.21,0.21,13
O12611,2025-04-11,C0966,P0490,W005,9,26900.63,0.01,6
O12612,2025-10-15,C4323,P0455,W003,10,68210.0,0.08,7
O12613,2024-08-13,C2643,P0420,W002,10,23914.24,0.15,2
O12614,2026-01-10,C1419,P0329,W005,3,13813.38,0.25,14
O12615,2026-02-14,C1298,P0343,W002,8,28434.79,0.07,12
O12616,2024-09-22,C4510,P0223,W003,4,16993.57,0.16,12
O12617,2025-04-12,C2525,P0424,W005,7,11411.69,0.13,7
O12618,2024-08-14,C1107,P0480,W004,10,31143.08,0.16,14
O12619,2025-10-07,C3395,P0218,W005,3,1981.3,0.2,2
O12620,2025-01-07,C4421,P0114,W004,8,19419.65,0.13,7
O12621,2025-03-27,C3432,P0040,W002,9,45538.33,0.24,5
O12622,2024-10-12,C2240,P0186,W002,5,22317.77,0.14,3
O12623,2024-08-03,C2867,P0177,W005,7,27568.1,0.21,6
O12624,2025-01-13,C4652,P0078,W003,5,29399.54,0.15,13
O12625,2024-12-07,C3002,P0402,W005,9,37494.48,0.09,7
O12626,2025-09-18,C1316,P0432,W004,1,2413.13,0.07,4
O12627,2026-01-18,C1058,P0469,W001,5,27986.88,0.04,3
O12628,2025-12-13,C4992,P0091,W003,7,38384.01,0.12,7
O12629,2025-11-19,C3364,P0334,W001,4,18037.62,0.23,9
O12630,2025-11-02,C1605,P0290,W002,6,21614.7,0.16,4
O12631,2026-02-07,C2498,P0440,W002,1,3497.11,0.17,7
O12632,2024-10-07,C0086,P0127,W001,2,3870.07,0.21,9
O12633,2024-08-10,C3581,P0230,W003,5,4054.94,0.01,6
O12634,2025-11-24,C1759,P0437,W004,1,4363.2,0.09,1
O12635,2024-11-22,C4333,P0160,W001,3,11553.92,0.16,4
O12636,2025-11-24,C1855,P0183,W005,8,26707.68,0.24,1
O12637,2024-08-16,C2740,P0468,W005,2,7865.32,0.06,8
O12638,2025-08-03,C2560,P0351,W003,1,4994.09,0.19,5
O12639,2026-03-21,C2516,P0463,W003,5,37285.96,0.02,6
O12640,2026-03-04,C0793,P0456,W001,2,11314.28,0.13,7
O12641,2026-04-26,C1311,P0242,W002,2,6573.02,0.2,12
O12642,2025-12-31,C2018,P0187,W002,10,44376.11,0.11,9
O12643,2026-01-08,C3457,P0031,W003,3,21798.17,0.04,5
O12644,2025-04-18,C0397,P0033,W003,8,27903.21,0.11,10
O12645,2024-08-10,C2769,P0014,W003,4,24688.84,0.0,1
O12646,2025-03-31,C4072,P0049,W003,2,3383.95,0.14,4
O12647,2026-02-21,C0149,P0255,W002,4,3485.33,0.06,4
O12648,2025-12-08,C4665,P0261,W002,2,7241.97,0.15,3
O12649,2026-01-14,C3363,P0387,W002,1,7209.82,0.06,14
O12650,2024-07-29,C4914,P0008,W001,1,5168.06,0.1,9
O12651,2025-09-22,C1673,P0475,W003,1,996.97,0.1,9
O12652,2025-03-05,C0039,P0129,W003,8,10090.45,0.15,10
O12653,2024-08-11,C1548,P0402,W001,1,4532.3,0.01,9
O12654,2024-12-05,C2582,P0273,W002,5,17724.81,0.03,8
O12655,2025-04-03,C2430,P0100,W003,2,3964.85,0.13,7
O12656,2026-01-22,C0123,P0231,W002,2,5761.87,0.12,12
O12657,2025-08-13,C4937,P0360,W003,9,47451.29,0.07,14
O12658,2026-03-04,C3772,P0291,W005,9,12983.25,0.1,7
O12659,2024-11-09,C1331,P0228,W002,9,59296.85,0.01,4
O12660,2025-09-06,C0771,P0244,W005,5,14937.32,0.2,1
O12661,2025-12-22,C4019,P0458,W001,10,41564.48,0.24,2
O12662,2025-08-08,C4401,P0196,W002,4,1601.67,0.13,5
O12663,2026-05-11,C1455,P0055,W003,5,16900.25,0.15,5
O12664,2026-03-24,C0661,P0262,W004,8,49581.0,0.04,3
O12665,2025-04-20,C1394,P0370,W004,6,16872.06,0.09,12
O12666,2026-03-27,C2103,P0329,W002,10,59551.02,0.03,12
O12667,2025-09-18,C0748,P0240,W005,3,15080.58,0.08,11
O12668,2025-06-25,C1717,P0447,W003,10,6486.78,0.17,5
O12669,2025-12-20,C1401,P0346,W002,6,20332.37,0.08,9
O12670,2025-02-26,C0152,P0376,W005,10,48167.68,0.07,2
O12671,2026-06-09,C4806,P0423,W001,2,5871.31,0.01,12
O12672,2025-10-26,C1232,P0135,W003,2,10990.74,0.07,4
O12673,2025-11-22,C4494,P0266,W003,9,28715.01,0.21,12
O12674,2025-05-16,C0089,P0061,W002,7,34522.67,0.15,5
O12675,2025-03-22,C1533,P0083,W005,5,28930.97,0.05,11
O12676,2024-07-03,C3520,P0290,W001,10,32164.72,0.25,12
O12677,2026-03-05,C2691,P0389,W001,6,3666.28,0.1,15
O12678,2025-06-27,C0445,P0397,W001,4,24048.32,0.08,12
O12679,2024-07-08,C4969,P0469,W005,6,26587.54,0.24,7
O12680,2025-11-03,C1819,P0052,W002,5,13189.74,0.18,14
O12681,2026-01-22,C4529,P0230,W004,3,2432.96,0.01,8
O12682,2025-08-07,C1551,P0182,W002,4,12403.22,0.17,10
O12683,2025-03-11,C2410,P0106,W002,2,7486.63,0.08,14
O12684,2025-02-05,C4353,P0043,W005,3,7787.11,0.07,9
O12685,2026-03-19,C1444,P0394,W005,7,18515.04,0.03,12
O12686,2024-07-03,C0940,P0415,W002,6,29344.15,0.04,12
O12687,2024-12-21,C1918,P0365,W004,7,11927.46,0.08,6
O12688,2025-10-10,C1689,P0439,W002,10,54644.88,0.17,10
O12689,2026-03-08,C3953,P0006,W005,4,19409.53,0.05,15
O12690,2026-04-28,C1835,P0444,W002,9,25242.44,0.06,6
O12691,2025-01-03,C0190,P0170,W003,6,40725.67,0.16,8
O12692,2025-06-25,C0730,P0328,W004,1,4415.19,0.18,4
O12693,2025-01-27,C0357,P0076,W001,3,11467.46,0.14,6
O12694,2025-03-06,C0211,P0281,W004,3,18190.74,0.07,3
O12695,2026-05-11,C2571,P0416,W003,8,26039.83,0.22,11
O12696,2026-04-07,C4266,P0189,W001,8,29380.48,0.09,1
O12697,2026-04-01,C4171,P0248,W001,4,15088.94,0.17,2
O12698,2025-05-28,C0540,P0018,W002,5,10801.08,0.17,11
O12699,2026-05-04,C2474,P0343,W001,5,16242.99,0.15,10
O12700,2025-12-11,C3347,P0349,W002,6,46613.56,0.13,8
O12701,2025-10-17,C0487,P0272,W004,8,9464.72,0.07,9
O12702,2024-06-28,C2865,P0475,W002,8,7887.11,0.11,11
O12703,2024-11-07,C2567,P0011,W005,9,34229.82,0.21,13
O12704,2024-11-29,C1635,P0117,W002,3,3031.34,0.04,1
O12705,2025-10-08,C2819,P0063,W003,4,28716.7,0.1,12
O12706,2024-06-14,C0050,P0152,W001,4,4747.34,0.06,2
O12707,2025-03-24,C3229,P0435,W001,5,30902.34,0.16,15
O12708,2024-10-22,C2842,P0266,W003,1,3877.13,0.04,7
O12709,2025-02-27,C1419,P0160,W001,1,4584.89,0.0,2
O12710,2024-11-22,C2304,P0099,W004,8,8741.55,0.07,2
O12711,2025-06-03,C0175,P0083,W004,8,44340.51,0.09,12
O12712,2025-03-03,C4519,P0257,W003,3,10638.97,0.14,15
O12713,2025-08-21,C4543,P0118,W002,5,29002.12,0.02,8
O12714,2025-12-31,C4277,P0163,W004,7,50646.98,0.06,1
O12715,2025-06-17,C1781,P0271,W003,1,3424.89,0.13,4
O12716,2026-05-01,C1161,P0178,W004,7,23965.25,0.18,9
O12717,2024-07-19,C0064,P0376,W005,1,4039.87,0.22,9
O12718,2025-06-28,C0096,P0052,W001,3,8589.42,0.11,9
O12719,2025-07-02,C3832,P0425,W001,6,11661.66,0.0,9
O12720,2024-07-30,C4049,P0454,W002,7,37391.87,0.02,11
O12721,2025-11-14,C2689,P0225,W005,4,8508.9,0.09,15
O12722,2024-07-14,C4619,P0147,W001,4,16990.73,0.23,10
O12723,2025-05-29,C0154,P0461,W003,5,19668.32,0.06,11
O12724,2025-06-01,C1690,P0266,W001,4,15346.98,0.05,13
O12725,2025-05-15,C0904,P0040,W005,1,5392.7,0.19,9
O12726,2024-11-04,C2005,P0226,W004,10,37550.26,0.08,4
O12727,2024-09-29,C1228,P0326,W004,1,1296.45,0.25,11
O12728,2024-08-28,C4741,P0238,W002,10,36540.45,0.25,15
O12729,2025-07-05,C3959,P0442,W003,2,2531.14,0.21,6
O12730,2026-02-04,C2322,P0448,W005,1,2460.05,0.01,6
O12731,2025-01-24,C4716,P0493,W004,9,17789.47,0.2,12
O12732,2026-02-09,C2153,P0165,W003,9,20918.66,0.2,6
O12733,2025-04-27,C4394,P0386,W003,8,37864.32,0.07,2
O12734,2025-10-05,C3850,P0404,W001,7,30100.39,0.2,6
O12735,2025-11-19,C0841,P0455,W003,2,13642.0,0.08,9
O12736,2026-03-06,C3690,P0235,W004,6,28460.43,0.02,12
O12737,2025-01-21,C4757,P0232,W003,3,15620.93,0.2,13
O12738,2026-04-29,C0991,P0016,W002,2,11147.62,0.01,11
O12739,2026-02-23,C2531,P0293,W003,1,1845.1,0.2,11
O12740,2025-09-09,C4756,P0191,W003,7,14181.96,0.21,1
O12741,2026-05-30,C4644,P0207,W004,5,13928.0,0.0,11
O12742,2025-06-20,C4205,P0292,W003,1,5036.39,0.03,8
O12743,2025-07-25,C4575,P0127,W002,5,11267.29,0.08,9
O12744,2026-05-19,C4370,P0385,W001,7,37017.84,0.24,10
O12745,2025-10-09,C0946,P0370,W004,7,19251.45,0.11,5
O12746,2025-10-08,C2314,P0191,W002,1,2359.39,0.08,13
O12747,2024-10-16,C0749,P0269,W002,10,35073.03,0.11,9
O12748,2024-06-23,C3063,P0129,W002,7,9764.0,0.06,14
O12749,2025-05-15,C4506,P0361,W003,7,24565.6,0.13,10
O12750,2025-09-11,C1412,P0264,W004,2,5155.53,0.12,1
O12751,2025-10-04,C2608,P0236,W005,1,5461.8,0.1,13
O12752,2026-01-08,C4770,P0436,W003,2,14519.95,0.01,1
O12753,2025-09-16,C2742,P0135,W004,2,10754.38,0.09,7
O12754,2024-07-10,C2395,P0451,W004,8,4608.3,0.25,5
O12755,2026-02-17,C1420,P0139,W004,5,20802.99,0.08,4
O12756,2025-10-21,C3294,P0371,W004,2,6739.6,0.2,10
O12757,2025-01-10,C1481,P0424,W004,6,8657.14,0.23,6
O12758,2024-12-04,C3778,P0101,W001,10,18599.82,0.01,4
O12759,2025-10-29,C3219,P0381,W002,6,14302.19,0.06,8
O12760,2024-10-19,C2940,P0081,W003,8,41228.68,0.16,6
O12761,2026-03-23,C2643,P0060,W005,6,25693.83,0.21,15
O12762,2024-11-09,C3956,P0202,W002,5,10446.88,0.24,2
O12763,2025-09-14,C0818,P0390,W003,4,2871.02,0.12,12
O12764,2025-08-06,C0352,P0375,W005,5,22633.75,0.08,4
O12765,2025-03-31,C3661,P0057,W003,8,36393.49,0.06,11
O12766,2025-10-13,C3242,P0009,W002,10,26448.0,0.05,15
O12767,2024-07-02,C3318,P0306,W002,7,27765.07,0.18,15
O12768,2026-03-25,C3991,P0384,W003,8,12480.92,0.16,10
O12769,2026-02-28,C3485,P0230,W003,4,2949.05,0.1,8
O12770,2024-11-04,C2447,P0294,W003,1,4034.99,0.09,3
O12771,2024-07-03,C1404,P0422,W005,4,20201.07,0.08,13
O12772,2025-03-26,C2906,P0202,W003,1,2721.69,0.01,5
O12773,2025-02-21,C0655,P0049,W005,8,13693.17,0.13,10
O12774,2025-11-08,C4100,P0242,W001,7,26456.42,0.08,2
O12775,2025-05-10,C4571,P0192,W005,1,1438.71,0.15,7
O12776,2025-10-12,C4932,P0101,W004,3,4734.5,0.16,6
O12777,2024-09-29,C3383,P0258,W004,9,50362.26,0.21,12
O12778,2024-07-15,C3298,P0211,W005,1,4579.12,0.12,1
O12779,2025-05-03,C2497,P0454,W005,8,39681.17,0.09,2
O12780,2026-04-25,C1062,P0370,W004,7,19900.37,0.08,2
O12781,2024-09-17,C4536,P0267,W001,4,12279.27,0.12,9
O12782,2025-10-11,C0454,P0021,W004,8,57327.65,0.02,10
O12783,2024-11-17,C0787,P0256,W005,4,21679.0,0.03,7
O12784,2026-04-28,C0237,P0359,W004,9,25871.44,0.05,5
O12785,2025-03-27,C3682,P0106,W004,3,9398.97,0.23,12
O12786,2025-09-13,C4501,P0111,W005,7,4311.28,0.11,15
O12787,2024-10-07,C3589,P0280,W002,4,21974.81,0.03,10
O12788,2026-05-10,C1921,P0070,W005,4,7005.42,0.18,6
O12789,2024-07-22,C0319,P0211,W003,7,32053.81,0.12,4
O12790,2025-05-10,C0970,P0292,W004,4,16822.57,0.19,8
O12791,2025-02-24,C4432,P0325,W005,1,5175.9,0.16,14
O12792,2026-03-28,C4534,P0248,W004,7,28632.62,0.1,4
O12793,2024-11-15,C3812,P0139,W004,8,36179.12,0.0,13
O12794,2025-07-17,C3897,P0135,W001,10,52590.1,0.11,14
O12795,2024-07-23,C4403,P0434,W004,9,42079.44,0.13,2
O12796,2024-11-13,C4430,P0447,W004,1,711.2,0.09,9
O12797,2024-07-18,C4394,P0371,W005,10,41701.28,0.01,11
O12798,2024-08-05,C1652,P0237,W004,8,45954.0,0.14,5
O12799,2024-07-10,C3414,P0176,W003,10,46590.31,0.23,6
O12800,2024-08-06,C2648,P0185,W002,10,63615.23,0.05,7
O12801,2025-06-14,C1056,P0094,W002,6,25403.31,0.16,15
O12802,2025-05-25,C1132,P0006,W004,7,31463.86,0.12,12
O12803,2025-10-19,C0580,P0174,W001,6,20622.78,0.17,2
O12804,2024-10-09,C1487,P0273,W002,7,25070.56,0.02,5
O12805,2024-08-20,C3604,P0295,W002,9,40399.28,0.19,7
O12806,2025-05-17,C2795,P0467,W004,4,22028.7,0.25,10
O12807,2025-01-01,C2779,P0286,W004,9,15742.73,0.02,9
O12808,2024-06-26,C4242,P0472,W003,7,31678.46,0.19,9
O12809,2025-11-23,C0700,P0030,W001,9,5641.22,0.19,1
O12810,2024-10-18,C0629,P0101,W005,7,10389.6,0.21,14
O12811,2024-07-12,C2622,P0318,W004,3,15336.57,0.16,12
O12812,2025-10-17,C1723,P0027,W003,2,10531.14,0.15,13
O12813,2026-02-15,C4192,P0141,W003,9,33529.25,0.2,4
O12814,2024-06-18,C4664,P0410,W001,9,14441.14,0.14,13
O12815,2024-12-02,C1365,P0009,W002,7,17344.32,0.11,12
O12816,2024-07-10,C1700,P0081,W001,6,34602.64,0.06,2
O12817,2025-08-16,C0151,P0185,W005,10,63615.23,0.05,2
O12818,2024-08-11,C2907,P0456,W004,10,63724.11,0.02,6
O12819,2024-09-18,C4958,P0266,W003,10,32309.44,0.2,3
O12820,2025-04-22,C0245,P0131,W003,1,1863.85,0.24,1
O12821,2025-10-20,C3297,P0425,W004,7,13061.06,0.04,10
O12822,2025-05-08,C2729,P0343,W001,8,27823.29,0.09,3
O12823,2024-10-04,C3493,P0025,W001,7,15023.75,0.12,9
O12824,2024-10-23,C4808,P0325,W002,5,27111.83,0.12,8
O12825,2026-05-15,C4906,P0402,W003,8,36258.39,0.01,6
O12826,2024-10-24,C3010,P0219,W004,8,12218.24,0.23,3
O12827,2025-01-26,C4174,P0483,W002,1,5601.92,0.01,1
O12828,2024-09-10,C4987,P0092,W001,8,32021.79,0.18,11
O12829,2026-02-06,C1910,P0402,W001,6,26095.06,0.05,12
O12830,2025-09-14,C4488,P0305,W003,6,21306.32,0.08,7
O12831,2024-11-09,C4662,P0061,W001,10,45256.61,0.22,13
O12832,2024-10-04,C0341,P0465,W001,2,4150.8,0.22,2
O12833,2025-10-21,C0285,P0231,W001,1,3175.58,0.03,15
O12834,2025-02-11,C1872,P0385,W002,10,65407.46,0.06,5
O12835,2026-02-04,C0180,P0380,W002,7,41259.12,0.04,5
O12836,2024-09-21,C3962,P0104,W002,8,27587.1,0.04,15
O12837,2025-08-05,C0781,P0024,W005,9,35250.17,0.03,4
O12838,2024-12-19,C4777,P0123,W002,2,10789.21,0.08,9
O12839,2025-05-12,C0805,P0397,W002,4,20127.4,0.23,8
O12840,2024-10-20,C1335,P0392,W003,6,3925.73,0.2,14
O12841,2025-06-27,C0084,P0206,W003,1,5892.83,0.01,13
O12842,2025-01-20,C2197,P0330,W003,3,15454.53,0.15,2
O12843,2025-04-22,C1510,P0342,W002,1,3988.52,0.18,11
O12844,2025-07-05,C1705,P0061,W004,7,30867.33,0.24,12
O12845,2026-02-09,C1322,P0166,W002,3,6856.29,0.25,12
O12846,2025-09-01,C1936,P0091,W005,4,24426.19,0.02,15
O12847,2025-12-23,C3093,P0024,W002,6,19381.54,0.2,7
O12848,2026-01-25,C2258,P0007,W003,10,54566.51,0.12,6
O12849,2024-12-11,C4064,P0232,W001,1,6313.46,0.03,9
O12850,2026-05-29,C2819,P0207,W002,10,27298.88,0.02,6
O12851,2026-02-14,C2551,P0489,W001,3,9285.63,0.08,2
O12852,2024-08-14,C4513,P0447,W003,10,7033.86,0.1,3
O12853,2025-03-14,C3727,P0472,W003,5,25979.69,0.07,2
O12854,2025-10-23,C4346,P0038,W002,4,18053.38,0.07,10
O12855,2025-02-04,C2887,P0023,W002,5,21969.86,0.12,5
O12856,2024-07-24,C1819,P0407,W003,9,13835.76,0.12,6
O12857,2025-08-02,C4617,P0195,W001,6,25959.3,0.09,2
O12858,2025-04-03,C2870,P0414,W002,3,2792.61,0.03,8
O12859,2025-05-10,C2631,P0037,W001,2,1460.69,0.02,6
O12860,2026-02-08,C0592,P0147,W003,9,43690.44,0.12,8
O12861,2026-05-07,C2127,P0281,W004,8,41727.87,0.2,1
O12862,2024-07-10,C3877,P0420,W004,10,25039.62,0.11,5
O12863,2025-06-05,C1899,P0055,W001,4,12088.65,0.24,7
O12864,2024-08-17,C2585,P0179,W005,6,33810.52,0.25,15
O12865,2025-02-15,C4180,P0393,W001,9,44507.34,0.0,9
O12866,2025-12-13,C1782,P0362,W003,9,8552.09,0.01,5
O12867,2025-12-05,C3622,P0139,W002,7,25008.82,0.21,4
O12868,2026-05-17,C4447,P0232,W001,8,45300.69,0.13,4
O12869,2025-06-05,C3772,P0331,W004,3,2565.52,0.21,1
O12870,2025-05-31,C0936,P0196,W001,7,2480.75,0.23,10
O12871,2024-08-26,C3269,P0124,W004,7,25141.6,0.23,10
O12872,2026-05-31,C3816,P0485,W004,2,2962.04,0.16,13
O12873,2025-01-29,C3639,P0394,W001,10,26995.42,0.01,5
O12874,2024-07-16,C0742,P0494,W003,9,41138.11,0.18,10
O12875,2025-09-29,C3800,P0089,W001,3,6956.63,0.1,10
O12876,2025-05-15,C2355,P0392,W001,8,5103.45,0.22,7
O12877,2025-08-24,C1858,P0424,W005,10,14428.57,0.23,11
O12878,2024-11-25,C1363,P0128,W002,8,26200.84,0.19,8
O12879,2024-09-04,C1023,P0184,W002,1,1035.54,0.11,11
O12880,2026-02-01,C4597,P0151,W002,9,46622.56,0.13,6
O12881,2024-11-21,C1460,P0438,W005,2,2853.26,0.25,9
O12882,2025-11-07,C3435,P0183,W005,6,26092.7,0.01,13
O12883,2025-10-02,C4937,P0066,W003,1,2771.63,0.02,12
O12884,2025-09-04,C4053,P0454,W005,4,18096.36,0.17,4
O12885,2025-05-13,C3719,P0196,W002,3,1076.99,0.22,4
O12886,2024-10-13,C3920,P0100,W002,2,3463.55,0.24,13
O12887,2025-07-15,C1966,P0459,W001,1,3858.1,0.19,14
O12888,2026-05-06,C1248,P0207,W004,1,2702.03,0.03,15
O12889,2024-11-18,C4226,P0360,W003,6,32654.65,0.04,10
O12890,2024-10-03,C3590,P0060,W005,4,16695.57,0.23,14
O12891,2025-08-09,C1824,P0472,W002,5,26259.04,0.06,4
O12892,2025-01-09,C3708,P0361,W001,6,19362.05,0.2,14
O12893,2024-12-25,C2340,P0247,W004,1,4845.66,0.23,15
O12894,2025-03-02,C4584,P0146,W003,4,20755.22,0.18,6
O12895,2025-06-06,C1553,P0406,W003,4,8841.52,0.09,15
O12896,2025-08-30,C3698,P0038,W005,2,8056.08,0.17,13
O12897,2026-01-25,C0563,P0049,W001,2,3934.82,0.0,4
O12898,2024-09-20,C2573,P0192,W003,4,5145.5,0.24,8
O12899,2025-06-22,C4381,P0105,W005,10,48029.94,0.03,1
O12900,2025-03-06,C4140,P0449,W005,3,21741.42,0.03,3
O12901,2025-04-12,C3573,P0192,W001,7,11374.27,0.04,6
O12902,2024-11-13,C3275,P0371,W004,1,3538.29,0.16,4
O12903,2024-08-13,C1678,P0264,W002,9,22936.26,0.13,11
O12904,2025-08-28,C2906,P0413,W002,9,22720.23,0.22,3
O12905,2025-01-06,C4712,P0433,W005,6,17699.62,0.22,12
O12906,2025-02-21,C0060,P0159,W004,4,21531.56,0.11,3
O12907,2024-10-18,C2553,P0113,W005,5,14169.49,0.14,3
O12908,2024-10-25,C0453,P0120,W004,10,5402.05,0.02,4
O12909,2024-10-22,C0206,P0030,W002,7,4983.47,0.08,4
O12910,2024-10-22,C2600,P0238,W005,4,18124.06,0.07,7
O12911,2025-12-23,C0782,P0029,W002,7,39966.69,0.15,11
O12912,2024-08-20,C4976,P0179,W002,3,17356.07,0.23,13
O12913,2026-01-31,C0989,P0240,W005,9,38357.14,0.22,10
O12914,2024-08-27,C3105,P0033,W002,3,10228.56,0.13,11
O12915,2024-10-29,C2600,P0099,W004,7,6250.68,0.24,13
O12916,2025-03-29,C1742,P0203,W003,7,45131.99,0.04,7
O12917,2025-12-19,C3403,P0383,W003,3,1644.95,0.25,7
O12918,2025-03-12,C3077,P0373,W002,9,25642.51,0.06,12
O12919,2025-05-20,C4219,P0304,W001,9,41521.96,0.05,4
O12920,2025-05-24,C2183,P0442,W004,1,1233.53,0.23,14
O12921,2024-12-03,C3735,P0477,W002,8,44680.28,0.24,9
O12922,2025-10-01,C1293,P0099,W001,3,3419.08,0.03,7
O12923,2024-08-24,C4523,P0371,W001,9,30328.2,0.2,3
O12924,2026-05-09,C3766,P0102,W002,4,5677.81,0.11,3
O12925,2026-06-07,C2742,P0104,W004,5,14547.88,0.19,6
O12926,2026-04-17,C0620,P0238,W001,4,19098.48,0.02,11
O12927,2025-02-17,C2096,P0337,W004,1,4355.94,0.15,5
O12928,2024-12-30,C0692,P0354,W004,6,24901.39,0.14,2
O12929,2024-08-25,C4291,P0346,W002,10,36097.32,0.02,15
O12930,2025-09-07,C4525,P0418,W003,7,4827.06,0.13,1
O12931,2026-03-03,C4231,P0099,W002,5,5287.23,0.1,2
O12932,2025-08-11,C0759,P0037,W005,9,5432.87,0.19,1
O12933,2025-12-09,C2680,P0237,W001,2,10553.39,0.21,8
O12934,2026-04-08,C1693,P0308,W005,5,4568.92,0.14,12
O12935,2025-08-23,C0356,P0052,W001,9,28663.56,0.01,11
O12936,2025-06-05,C4170,P0326,W004,5,8210.85,0.05,11
O12937,2026-02-04,C3004,P0384,W002,8,14709.66,0.01,13
